,,liang:UpperBody1,,,liang:UpperBody2,,,liang:UpperBody3,,,liang:UpperBody4,,,liang:UpperBody5,,,liang:UpperBody6,,,liang:UpperBody7,,,liang:UpperArmLeft1,,,liang:UpperArmLeft2,,,liang:UpperArmLeft3,,,liang:UpperArmRight1,,,liang:UpperArmRight2,,,liang:UpperArmRight3,,,liang:LowerArmRight2,,,liang:LowerArmRight3,,,liang:LowerArmLeft2,,,liang:LowerArmLeft3,,,liang:Head1,,,liang:Head2,,,liang:ThighLeft2,,,liang:ThighLeft3,,,liang:ThighLeft4,,,liang:ThighRight2,,,liang:ThighRight3,,,liang:ThighRight4,,,liang:LowerLegRight3,,,liang:LowerLegRight4,,,liang:LowerLegLeft3,,,liang:LowerLegLeft4,,,liang:FeetLeft2,,,liang:FeetLeft3,,,liang:FeetRight2,,,liang:FeetRight3,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
949,0,-269.599,-67.2553,1372.51,-65.0189,-31.631,1392.5,-142.259,-70.2793,1322.61,-197.191,176.656,1282.85,-136.343,-60.3876,1185.86,-363.13,129.397,950.059,-7.04969,197.677,953.765,-335.02,32.9245,1471.71,-456.477,-71.229,1489.49,-512.888,-202.197,1578.53,-44.1231,84.0968,1479.68,93.3214,32.8784,1556.77,187.114,-53.2999,1636.53,193.815,-112.998,1738.51,217.724,-223.283,1844.26,-492.504,-229.149,1692.64,-446.083,-312.115,1805.35,-73.8289,-125.082,1644.26,-179.979,-151.641,1639.82,-394.755,36.162,723.625,-379.438,-95.1182,449.197,-287.345,-134.742,454.113,58.8927,114.651,702.784,83.4019,-34.7538,454.062,-0.557491,-89.5799,449.88,56.2882,79.5468,312.732,-14.8466,156.237,61.8067,-382.857,-3.30348,277.53,-346.261,106.266,66.1743,-393.631,0.0533923,19.3168,-273.91,165.69,23.4942,82.154,53.2863,19.0344,-77.2668,191.645,23.9685
950,0,-269.668,-66.5631,1375.05,-64.9731,-31.1729,1395.15,-142.246,-69.7964,1325.04,-196.655,177.018,1285.57,-135.944,-60.0216,1188.44,-363.021,129.054,952.153,-6.75056,197.522,956.048,-334.947,33.6323,1474.35,-456.511,-70.3195,1491.88,-513.29,-201.298,1581.15,-44.1929,84.7585,1482.2,93.2832,33.5126,1559.33,187.097,-52.3467,1639.01,194.023,-111.889,1741.4,216.19,-223.338,1846.4,-492.75,-227.715,1695.12,-446.614,-310.923,1808.04,-73.8639,-124.353,1647.01,-180.067,-150.424,1642.6,-394.401,36.431,725.129,-379.083,-93.1836,450.229,-286.904,-132.544,455.043,58.5696,115.298,704.691,82.4753,-32.9099,455.076,-0.898522,-87.3449,450.625,55.8488,80.911,313.17,-14.809,156.411,61.7698,-382.702,-2.09783,278.126,-346.438,106.337,66.1041,-393.627,0.189135,19.2562,-274.095,165.853,23.3205,82.1669,53.3335,19.0257,-77.1562,191.781,23.904
951,0,-269.785,-65.8549,1377.61,-65.0475,-30.6722,1397.79,-142.384,-69.2758,1327.74,-196.455,177.4,1288.03,-135.749,-59.6504,1190.85,-363.094,128.863,954.289,-6.79129,197.487,957.939,-334.902,34.2686,1476.5,-456.621,-69.3541,1494.38,-513.523,-200.314,1583.76,-44.1849,85.279,1484.78,93.3502,34.3104,1562.08,187.43,-51.4651,1641.51,194.167,-111.202,1743.9,218.175,-221.354,1849.77,-493.358,-226.87,1697.84,-447.176,-309.846,1810.68,-73.9056,-123.179,1649.63,-180.212,-149.483,1645.38,-394.304,36.4509,726.945,-378.397,-91.2232,451.261,-286.72,-130.317,455.95,58.4666,115.813,706.277,81.7197,-31.0735,455.891,-1.90824,-85.4871,451.622,55.4453,82.4553,313.648,-14.7258,156.624,61.6707,-382.415,-0.732761,278.58,-346.514,106.492,66.1435,-393.635,0.274721,19.263,-274.248,166.008,23.2371,82.2191,53.3592,19.0194,-77.0199,191.863,23.8044
952,0,-269.948,-65.4938,1380.34,-65.0176,-30.17,1400.41,-142.76,-68.8787,1330.46,-196.316,177.736,1289.75,-135.591,-59.3065,1193.46,-362.9,128.459,956.354,-6.77328,197.501,960.142,-335.127,35.321,1479.12,-456.686,-68.4922,1496.75,-513.839,-199.306,1586.23,-44.1414,85.7699,1486.99,93.5234,35.0923,1564.6,187.63,-50.7079,1644.02,194.656,-110.017,1746.58,216.464,-221.3,1851.75,-493.675,-225.437,1700.35,-448.089,-308.55,1813.43,-74.0726,-122.274,1652.53,-180.448,-148.543,1648.26,-394.29,36.6179,728.68,-377.937,-89.2759,452.238,-286.26,-128.229,456.733,58.1573,116.214,707.969,80.9363,-29.073,456.953,-2.47989,-83.4488,452.666,55.2092,83.6932,314.027,-14.5974,156.841,61.5455,-382.351,0.514927,279.251,-346.704,106.819,66.1408,-393.583,0.358407,19.0973,-274.378,166.142,23.1771,82.2593,53.4873,18.991,-76.9337,191.982,23.7154
953,0,-269.866,-64.8049,1382.85,-65.1332,-29.5903,1402.83,-143.159,-68.4103,1333.13,-196.232,178.144,1291.91,-135.346,-59.0569,1196.11,-362.741,127.778,958.474,-6.56355,197.516,962.377,-335.317,36.059,1481.43,-456.918,-67.8371,1499.19,-514.161,-198.354,1588.71,-44.2068,86.296,1489.42,93.704,35.781,1566.9,187.906,-49.8879,1646.59,194.839,-109.067,1749.14,216.888,-219.957,1854.42,-494.291,-224.421,1702.74,-448.626,-307.557,1816,-74.2027,-121.292,1655.15,-180.602,-147.555,1651.24,-394.023,36.6967,730.248,-377.633,-87.4085,453.244,-286.318,-125.889,457.597,57.9336,117.245,709.48,80.3645,-26.6929,457.635,-2.84005,-81.0309,453.33,54.7807,85.602,314.482,-14.5323,157.02,61.384,-382.175,1.7983,279.656,-346.79,107.287,66.1792,-393.592,0.496162,19.0762,-274.615,166.226,22.8642,82.2851,53.5069,18.9608,-76.8095,192.079,23.615
954,0,-269.933,-63.9057,1385.35,-65.0751,-28.9544,1405.35,-142.896,-67.9816,1335.61,-196.233,178.44,1294.33,-135.691,-58.6825,1198.85,-362.77,127.242,960.638,-6.80238,197.397,964.368,-335.251,36.6739,1483.71,-457.358,-66.746,1501.57,-514.654,-197.282,1591.18,-44.1203,87.1004,1492,93.8963,36.5985,1569.1,188.039,-48.7809,1649.08,194.895,-108.044,1751.65,216.954,-218.789,1857.18,-494.716,-223.2,1705.26,-449.478,-306.343,1818.49,-74.0365,-120.447,1657.86,-180.422,-146.459,1653.95,-393.957,36.6761,732.006,-377.208,-85.3368,454.033,-285.886,-123.8,458.304,57.5969,117.976,711.164,79.6601,-24.7483,458.666,-3.33277,-79.0486,454.343,54.4218,87.0182,314.872,-14.4566,157.276,61.1982,-382.103,3.07191,280.16,-346.613,107.588,66.1868,-393.588,0.598902,19.0336,-274.754,166.274,22.7314,82.3296,53.5903,18.9007,-76.8006,192.167,23.51
955,0,-269.939,-63.2017,1387.8,-64.793,-28.4753,1407.87,-142.409,-67.4543,1338.38,-196.152,178.781,1296.5,-135.508,-58.5395,1201.43,-362.62,126.794,962.872,-6.63259,197.326,966.372,-335.277,37.7465,1486.24,-457.388,-65.7743,1503.86,-515.207,-196.193,1593.53,-44.0013,87.9637,1494.45,93.9507,37.3751,1571.77,188.193,-48.0306,1651.55,195.105,-106.869,1754.17,217.331,-217.848,1860.09,-495.329,-222.14,1707.56,-450.003,-305.228,1820.76,-74.3503,-119.614,1660.61,-180.684,-145.302,1656.64,-393.817,37.0955,733.55,-376.893,-83.4575,454.723,-285.59,-121.525,459.306,57.4241,118.734,712.735,79.2047,-22.4842,459.676,-3.74354,-76.1201,455.222,54.1676,88.894,315.385,-14.4391,157.502,61.0566,-381.938,4.43453,280.889,-346.842,107.913,66.1216,-393.589,0.692962,19.0858,-274.952,166.418,22.6062,82.3711,53.6823,18.8569,-76.597,192.361,23.3629
956,0,-270.041,-62.5375,1390.44,-64.6226,-27.7774,1410.42,-142.497,-66.8773,1340.79,-195.936,179.243,1298.78,-135.743,-58.2458,1204.08,-362.489,126.189,965.07,-6.50323,197.322,968.501,-335.497,39.0033,1488.59,-457.601,-64.714,1506.15,-515.654,-195.019,1595.79,-43.9664,88.5719,1496.97,93.8028,38.2745,1574.33,188.236,-47.0577,1653.97,195.43,-105.659,1756.7,219.738,-215.307,1863.65,-495.93,-220.981,1709.95,-450.68,-304.087,1823.28,-74.5588,-118.866,1663.24,-181.108,-144.482,1659.51,-393.566,37.0346,735.23,-376.534,-81.554,455.97,-285.286,-119.313,460.297,57.2342,119.419,714.501,78.8315,-20.1696,460.735,-4.20163,-74.2082,456.007,53.8801,90.5981,315.85,-14.3645,157.723,60.9053,-381.891,5.80132,281.765,-346.634,108.244,66.0605,-393.598,0.747478,19.1001,-275.045,166.599,22.4563,82.4631,53.7781,18.8738,-76.4088,192.589,23.203
957,0,-270.012,-61.9088,1392.94,-64.7514,-27.1864,1413.13,-142.384,-66.268,1343.51,-195.752,179.932,1301.11,-135.38,-58.0143,1206.53,-362.485,125.486,967.33,-6.55067,196.987,970.553,-335.609,39.5063,1490.61,-457.741,-63.6086,1508.44,-515.867,-193.712,1598.14,-43.8704,89.3285,1499.2,94.0099,39.0256,1576.78,188.675,-46.1441,1656.4,195.629,-104.783,1759.41,218.835,-214.935,1865.69,-496.643,-219.985,1712.38,-451.269,-302.855,1825.76,-74.8297,-118.13,1665.95,-181.075,-143.434,1662.08,-393.279,37.0681,737.222,-376.111,-79.2059,456.905,-284.9,-116.976,461.124,56.8922,120.654,716.133,78.0764,-17.8482,461.666,-4.28565,-71.6411,457.237,53.289,92.3797,316.278,-14.2148,158.192,60.8399,-381.749,7.46865,282.248,-346.92,108.395,66.0088,-393.599,0.83552,19.1347,-275.121,166.881,22.3025,82.5409,53.8965,18.8348,-76.3134,192.773,23.0653
958,0,-270.22,-61.3299,1395.48,-64.5325,-26.6601,1415.61,-142.241,-65.8228,1346.17,-195.287,180.316,1303.23,-135.332,-57.7321,1209.11,-362.222,125.078,969.406,-6.49306,196.883,972.812,-335.932,40.4127,1493.28,-458.084,-62.7256,1510.84,-516.427,-192.633,1600.55,-43.8305,89.8872,1501.54,94.2368,39.8818,1578.97,188.822,-45.1435,1658.91,195.958,-103.321,1762,219.129,-213.474,1868.39,-497.111,-218.691,1714.71,-451.984,-301.711,1828.07,-75.0083,-117.025,1668.7,-181.351,-142.44,1664.97,-393.074,37.2786,738.622,-375.728,-77.0164,457.839,-284.957,-114.694,461.689,56.6426,121.292,717.831,77.2139,-15.4511,462.682,-5.20661,-69.1994,458.167,53.2526,94.2248,316.749,-14.1931,158.463,60.6285,-381.678,8.71799,282.63,-346.839,108.588,65.9837,-393.635,0.862468,19.1444,-275.231,167.07,22.2073,82.5787,53.9282,18.8049,-76.2,193.065,22.958
959,0,-270.439,-60.6465,1398.04,-64.6495,-26.0075,1418.33,-142.407,-65.4483,1348.87,-195.003,180.824,1305.32,-135.249,-57.4735,1211.9,-362.201,124.702,971.442,-6.4257,196.711,974.963,-335.884,41.1924,1495.53,-458.328,-61.7934,1513.07,-516.886,-191.531,1602.95,-43.6638,90.6259,1504.23,94.4539,40.6258,1581.5,188.852,-44.0963,1661.5,196.454,-102.26,1764.67,219.139,-212.363,1871.24,-496.573,-216.469,1716.95,-452.5,-300.827,1830.48,-74.9728,-116.073,1671.45,-181.413,-141.343,1667.55,-392.904,37.3421,740.409,-375.724,-74.8739,458.765,-285.005,-111.936,462.326,56.6011,121.829,719.296,77.0847,-13.0606,463.445,-5.3942,-66.7643,458.845,52.574,96.0639,317.255,-14.2459,158.689,60.5032,-381.623,10.3355,283.101,-346.962,108.884,65.892,-393.648,0.919758,19.1243,-275.336,167.218,22.1177,82.5983,54.0072,18.8103,-76.0862,193.156,22.8177
960,0,-270.463,-59.8201,1400.52,-64.664,-25.3975,1420.96,-142.403,-65.0429,1351.52,-195.08,181.168,1307.47,-135.036,-57.157,1214.59,-362.139,124.523,973.394,-6.26645,196.407,976.996,-335.789,41.8202,1497.55,-458.505,-61.0163,1515.48,-517.386,-190.494,1605.35,-43.5932,91.4355,1506.5,94.636,41.5552,1584.06,189.034,-43.0699,1664.03,196.733,-101.032,1767.23,219.767,-210.981,1873.96,-498.106,-216.558,1719.6,-453.312,-299.596,1833,-74.9332,-115.147,1674.13,-181.462,-140.356,1670.29,-392.575,37.5226,742.124,-375.441,-72.5653,459.605,-284.774,-109.705,463.404,56.553,122.685,721.162,76.1193,-10.8147,464.078,-5.47668,-64.1224,459.558,52.465,98.0327,317.997,-14.1053,159.145,60.3619,-381.503,12.0114,283.673,-347.062,109.32,65.7696,-393.637,1.02228,19.1434,-275.472,167.456,21.9042,82.6684,54.0907,18.7591,-76.1368,193.279,22.6807
961,0,-270.371,-59.2768,1403.25,-64.4585,-24.7749,1423.59,-142.544,-64.5002,1354.18,-194.981,181.415,1309.6,-134.779,-56.9274,1217.22,-361.747,124.049,975.492,-5.99103,196.322,979.086,-335.947,42.65,1499.95,-458.757,-60.0215,1517.81,-517.696,-189.436,1607.81,-43.5189,92.1279,1508.94,94.5529,42.4303,1586.54,189.358,-41.968,1666.56,196.965,-99.7405,1769.83,220.21,-209.732,1876.53,-498.684,-215.556,1722.04,-453.773,-298.817,1835.31,-75.233,-114.184,1676.87,-181.708,-139.365,1673.09,-392.505,37.8369,743.707,-375.088,-70.2749,460.466,-284.72,-107.559,464.535,56.255,123.294,722.689,75.6919,-8.45381,465.351,-6.2637,-62.0405,460.472,51.7389,99.6626,318.193,-14.0188,159.493,60.302,-381.344,13.5317,284.19,-347.21,109.693,65.697,-393.659,1.15853,19.1951,-275.635,167.654,21.7199,82.6776,54.1531,18.7711,-75.9827,193.455,22.587
962,0,-270.346,-58.5481,1405.84,-64.1425,-24.0376,1426.08,-142.399,-64.0748,1357.13,-194.988,181.878,1311.63,-134.413,-56.7057,1219.82,-361.622,123.355,977.629,-5.85442,195.804,981.077,-336.103,43.6641,1502.36,-458.987,-58.9747,1520.24,-518.049,-188.383,1610.24,-43.2564,92.9279,1511.35,94.8993,43.5451,1588.82,189.519,-40.8976,1669.08,197.295,-98.6837,1772.49,220.878,-208.121,1879.14,-498.921,-214.544,1724.45,-454.257,-298.02,1837.69,-75.2627,-113.096,1679.45,-181.767,-138.387,1675.67,-392.391,38.1272,745.446,-374.897,-67.6469,461.157,-284.404,-105.389,465.716,56.0946,124.081,724.411,74.9695,-6.00987,466.43,-6.37872,-58.9876,461.25,51.5981,101.676,318.961,-14.0224,159.734,60.1661,-381.332,15.3304,284.922,-347.401,110.234,65.5459,-393.747,1.2436,19.168,-275.759,167.763,21.5145,82.7312,54.23,18.7719,-75.8515,193.574,22.5058
963,0,-270.543,-57.8622,1408.34,-64.2584,-23.5711,1428.76,-142.471,-63.5599,1359.54,-194.977,182.153,1313.64,-134.409,-56.47,1222.4,-361.648,123.048,979.787,-5.6454,195.423,983.231,-336.347,44.6664,1505.04,-459.06,-58.1409,1522.52,-518.339,-187.493,1612.61,-43.4447,93.641,1513.71,94.8905,44.2277,1591.09,189.589,-39.8281,1671.5,197.682,-97.1576,1774.83,221.468,-206.794,1882.08,-499.615,-213.736,1726.93,-454.879,-297.072,1840.04,-75.2776,-112.252,1682.05,-181.793,-137.19,1678.47,-391.807,38.9808,746.683,-374.829,-65.413,462.286,-284.406,-102.378,466.012,55.9414,124.698,725.9,74.1893,-3.60343,467.32,-7.2075,-57.0854,462.38,50.6728,103.315,319.182,-14.0446,159.975,60.096,-381.343,17.0375,285.422,-347.621,110.496,65.501,-393.792,1.43638,19.1717,-275.959,167.988,21.1192,82.753,54.2942,18.7447,-75.7154,193.771,22.4052
964,0,-270.455,-57.1713,1410.76,-64.3176,-23.0842,1431.38,-142.54,-62.8709,1362.09,-195.037,182.631,1315.73,-134.371,-56.4163,1225.12,-361.135,122.749,981.899,-5.45299,194.98,985.259,-336.429,45.1569,1506.89,-459.081,-57.2215,1524.75,-518.711,-186.625,1615.12,-43.1024,94.4098,1516.27,94.9576,45.261,1593.6,189.879,-38.7572,1674.06,197.791,-96.0802,1777.6,223.613,-204.409,1885.47,-499.713,-212.514,1729.11,-455.312,-296.211,1842.42,-75.205,-110.963,1684.92,-181.785,-136.216,1681.11,-391.618,39.2231,748.378,-374.564,-63.19,463.529,-283.71,-99.8625,467.074,55.744,125.33,727.484,73.4401,-1.13741,468.279,-7.4264,-54.6154,463.015,50.1774,105.055,319.573,-13.9943,160.294,59.9015,-381.312,18.6203,286.072,-347.685,110.658,65.4727,-393.793,1.52187,19.1801,-276.103,168.213,20.876,82.8004,54.3841,18.667,-75.4917,193.924,22.2982
965,0,-270.803,-56.6793,1413.53,-64.1582,-22.3913,1433.84,-142.156,-62.3763,1364.84,-194.994,182.971,1317.85,-134.386,-56.0807,1227.72,-360.988,122.254,984.08,-5.29788,194.571,987.332,-336.617,46.1996,1509.34,-459.305,-56.4154,1527.25,-518.996,-185.87,1617.53,-43.2115,95.1739,1518.46,95.0617,46.0095,1596.01,189.89,-37.7755,1676.73,197.836,-94.887,1779.98,221.821,-204.28,1887.6,-500.167,-211.756,1731.59,-455.857,-295.313,1844.86,-75.4352,-110.101,1687.49,-181.923,-135.268,1683.81,-391.445,39.5824,750.017,-374.415,-60.5417,464.335,-284.448,-97.3039,467.817,55.5138,125.861,729.036,72.5877,1.2115,469.181,-8.05145,-52.0005,464.128,49.5171,106.951,320.066,-13.8954,160.551,59.8346,-381.391,20.4587,286.587,-347.803,111.018,65.4492,-393.798,1.76798,19.1567,-276.244,168.407,20.7247,82.8997,54.4583,18.6188,-75.4229,194.045,22.1594
966,0,-270.743,-55.8754,1415.96,-64.2108,-21.8575,1436.46,-142.294,-61.9132,1367.46,-194.818,183.33,1319.95,-134.381,-55.8966,1230.37,-360.761,121.886,986.141,-4.91651,194.212,989.242,-336.64,46.6892,1511.28,-459.509,-55.6853,1529.47,-519.024,-184.924,1619.8,-43.1463,95.9967,1520.84,95.4171,46.9178,1598.3,189.881,-36.6557,1679.14,198.332,-93.654,1782.55,222.239,-202.976,1890.19,-500.47,-210.928,1734.04,-456.103,-294.533,1847.31,-75.4533,-109.049,1689.91,-182.132,-134.303,1686.46,-391.26,39.9994,751.605,-374.142,-57.9982,465.424,-284.513,-94.7529,468.729,55.3011,126.479,730.758,71.9527,3.28941,470.026,-9.35447,-49.9953,464.675,48.9635,108.699,320.507,-13.8631,160.71,59.6955,-381.293,22.0002,287.204,-348.054,111.546,65.3176,-393.918,1.89844,19.1512,-276.426,168.485,20.6087,82.9569,54.5758,18.5686,-75.3253,194.164,21.9866
967,0,-270.769,-54.9799,1418.23,-64.3378,-21.1658,1438.99,-142.658,-61.4697,1370,-194.504,183.844,1322.23,-134.673,-55.5373,1232.95,-360.423,121.405,988.086,-4.98512,193.531,991.201,-336.948,47.9325,1513.84,-459.651,-55.0776,1531.74,-519.043,-184.009,1622.12,-43.076,96.735,1523.2,95.2831,47.7194,1600.51,189.989,-35.6663,1681.47,198.359,-92.8007,1784.93,222.844,-201.677,1892.87,-500.724,-210.156,1736.34,-456.408,-293.7,1849.62,-75.5508,-107.968,1692.6,-182.167,-133.371,1689.11,-391.315,40.3602,753.342,-373.869,-55.3663,466.331,-283.897,-92.2728,469.555,54.872,126.869,732.336,70.8342,5.70218,470.892,-9.93753,-47.1377,465.738,48.2499,110.459,321.067,-13.842,160.844,59.6,-381.347,23.8716,287.759,-347.898,112.158,65.3112,-393.938,2.00385,19.212,-276.51,168.651,20.4295,82.9529,54.6462,18.5177,-75.2682,194.266,21.864
968,0,-270.857,-54.1785,1420.67,-64.1535,-20.4477,1441.5,-142.816,-60.9119,1372.51,-194.338,184.243,1324.35,-134.592,-55.3517,1235.41,-360.438,120.843,990.2,-4.60061,193.077,993.234,-337.049,48.6842,1516.21,-459.747,-54.4967,1533.98,-519.02,-183.141,1624.34,-42.9172,97.665,1525.57,95.1902,48.6895,1602.98,190.115,-34.9021,1683.79,198.619,-91.4478,1787.6,223.512,-200.469,1895.26,-500.874,-209.175,1738.68,-456.912,-292.837,1852.09,-75.6353,-106.84,1695.26,-182.071,-132.233,1691.68,-391.201,40.776,754.807,-373.826,-52.8156,467.182,-284.082,-89.4723,470.357,54.6595,127.643,733.799,69.8594,7.96231,471.923,-10.6714,-44.5083,466.315,47.7121,112.515,321.534,-13.7645,161.211,59.476,-381.326,25.7744,288.446,-348.006,112.313,65.2838,-393.996,2.12643,19.2045,-276.614,168.799,20.1825,82.9934,54.6938,18.4967,-75.2464,194.341,21.7281
969,0,-270.971,-53.5646,1423.15,-64.1704,-19.8943,1443.89,-142.904,-60.3285,1375.06,-194.377,184.557,1325.99,-134.692,-55.1021,1237.86,-360.354,120.583,991.986,-4.51879,192.445,995.144,-337.033,49.3101,1517.91,-459.634,-53.6056,1536.08,-518.891,-182.267,1626.52,-42.6765,98.2863,1527.71,95.1018,49.4727,1605.2,189.928,-34.0011,1686.16,198.824,-90.5237,1789.87,224.34,-199.165,1897.62,-501.008,-208.494,1741.11,-457.012,-292.24,1854.44,-75.7741,-105.954,1697.82,-182.294,-131.102,1694.23,-391.452,41.1558,756.656,-373.687,-50.3444,468.087,-284.097,-86.9819,471.31,54.3305,127.972,735.344,68.9618,9.99166,472.931,-11.9522,-42.527,467.352,47.1968,114.153,322.109,-13.8288,161.429,59.4213,-381.184,27.5683,288.851,-348.187,112.624,65.2508,-394.075,2.24074,19.2248,-276.816,169.093,20.0691,82.9582,54.7249,18.5449,-75.233,194.427,21.6484
970,0,-270.927,-53.1662,1425.64,-64.4955,-19.1912,1446.36,-142.991,-59.8963,1377.55,-194.253,184.996,1327.89,-134.643,-54.916,1240.33,-360.104,120.459,993.883,-4.04915,191.889,996.982,-337.056,49.8789,1520.09,-459.643,-52.7897,1538.32,-519.102,-181.59,1628.74,-42.6276,99.0748,1529.7,95.3456,50.1421,1607.24,189.838,-33.0182,1688.47,198.761,-89.7871,1792.27,224.486,-198.31,1900.05,-500.926,-207.532,1743.27,-457.155,-291.514,1856.64,-75.972,-104.817,1700.19,-182.564,-130.181,1696.85,-390.854,41.9141,757.639,-373.379,-47.7223,468.979,-283.913,-84.3424,472.163,54.1236,128.356,736.72,67.6274,12.2719,473.743,-12.8095,-40.1072,468.296,46.2194,115.768,322.319,-13.8553,161.717,59.3313,-381.323,29.4512,289.332,-348.245,113.015,65.2214,-394.09,2.40088,19.2335,-276.854,169.353,19.9119,82.9806,54.7467,18.4996,-75.2019,194.525,21.58
971,0,-271.073,-52.5494,1428.08,-64.1642,-18.382,1448.62,-143.103,-59.1294,1380.08,-194.312,185.452,1330.16,-134.699,-54.7155,1242.8,-359.763,119.752,995.955,-4.02024,191.265,998.609,-337.469,51.0239,1522.42,-459.584,-52.0885,1540.53,-519.097,-180.771,1631.03,-42.7756,99.8699,1531.69,95.4796,50.8625,1609.61,189.815,-32.3438,1690.71,199.131,-88.9044,1794.43,224.479,-197.137,1902.57,-501.085,-206.93,1745.47,-457.256,-290.84,1858.87,-75.9785,-103.848,1702.77,-182.539,-129.153,1699.23,-390.65,42.248,759.396,-373.275,-44.8993,469.972,-284.373,-81.5957,472.887,53.7132,128.643,738.098,66.3443,14.5017,474.448,-13.6951,-37.6599,468.881,45.4004,117.523,322.703,-13.8721,161.832,59.3819,-381.162,31.2065,289.958,-348.187,113.521,65.1304,-394.097,2.55609,19.3374,-277.001,169.605,19.806,82.9899,54.8281,18.4483,-75.2645,194.559,21.6571
972,0,-271.264,-51.694,1430.53,-64.2342,-17.7904,1450.93,-142.567,-58.5529,1382.64,-194.197,185.941,1331.95,-134.559,-54.7044,1245.33,-359.622,119.301,997.796,-3.86054,190.947,1000.59,-337.702,51.8754,1524.41,-459.553,-51.2978,1542.6,-519.173,-180.193,1633.3,-42.6081,100.894,1533.89,95.5747,51.7733,1611.68,189.991,-31.4998,1692.85,199.259,-87.7235,1796.67,226.61,-194.903,1905.57,-501.122,-206.086,1747.65,-457.63,-290.086,1861.16,-76.0522,-102.721,1705.14,-182.618,-127.936,1701.53,-390.661,42.8186,760.782,-373.001,-42.1167,470.815,-283.941,-79.1396,473.838,53.5273,128.972,739.559,65.6517,16.4986,475.357,-14.7573,-35.1184,469.707,44.6165,119.196,323.308,-13.7874,162.116,59.4093,-381.245,33.23,290.662,-348.411,114.009,64.9165,-394.161,2.69682,19.352,-277.114,169.814,19.7146,83.0816,54.8897,18.4435,-75.1417,194.62,21.5633
973,0,-271.247,-50.8938,1432.78,-64.4482,-16.9478,1453.41,-142.702,-58.0757,1384.91,-194.183,186.362,1333.69,-134.513,-54.4279,1247.75,-359.526,118.829,999.635,-3.6979,190.293,1001.89,-337.593,52.6069,1526.46,-459.844,-50.628,1544.77,-519.108,-179.467,1635.47,-42.3812,101.584,1535.9,95.7185,52.51,1613.71,189.775,-30.7753,1695.07,199.247,-86.9483,1798.72,224.726,-195.525,1906.95,-501.109,-205.286,1749.87,-457.559,-289.502,1863.29,-76.4246,-101.704,1707.46,-182.871,-126.888,1703.91,-390.693,43.0278,762.395,-372.661,-39.6017,471.645,-284.252,-76.4041,474.664,53.0462,129.29,740.634,64.287,18.69,476.206,-16.1215,-33.3696,470.388,43.8235,120.865,323.697,-13.7035,162.398,59.3953,-381.136,35.0055,291.464,-348.626,114.412,64.8831,-394.237,2.73256,19.4311,-277.16,170.088,19.5621,83.1156,54.9085,18.4683,-74.9644,194.647,21.4545
974,0,-271.093,-50.1644,1434.98,-64.2883,-16.2219,1455.64,-142.822,-57.7281,1387.27,-194.219,186.555,1335.36,-134.297,-54.3491,1250.11,-359.488,118.643,1001.27,-3.47049,189.707,1003.85,-337.69,53.4431,1528.47,-459.829,-49.9562,1546.76,-519.119,-178.845,1637.61,-42.3328,102.56,1538.04,95.8322,53.2433,1615.63,189.849,-30.0414,1697.09,199.198,-86.3471,1800.95,224.881,-194.484,1909.2,-501.078,-204.581,1751.95,-457.514,-288.845,1865.33,-76.4845,-100.876,1709.59,-183.001,-125.857,1706.15,-390.75,43.2853,763.892,-372.086,-37.0789,472.668,-283.726,-73.6617,475.382,52.4555,130.008,742.246,63.0602,20.6649,477.278,-17.3034,-30.7828,471.406,43.2073,122.568,324.249,-13.7179,162.574,59.2881,-380.988,36.6605,291.76,-348.858,114.533,64.6291,-394.297,2.8423,19.4069,-277.406,170.164,19.4081,83.185,54.8861,18.4496,-74.9048,194.671,21.4205
